"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","166371","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","65991","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","63655","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","53673","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","53004","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","56088","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","56785","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","57635","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","68554","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","67026","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","70260","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","69532","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","72507","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","69140","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","73191","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","78529","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","85162","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","94506","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","96685","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","104272","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","84073","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","98626","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","114325","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","128492","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","139937","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","148714","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","127919","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","112821","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","111404","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","112707","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","117401","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures","Dollars","81","millions","6","v62787265","1.1.14","105610","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","30986","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","30700","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","29656","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","27843","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","30123","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","32748","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","36024","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","44082","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","48648","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","50978","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","54305","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","51902","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","49346","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","53058","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","58833","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","67126","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","74362","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","76600","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","76667","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","60417","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","66675","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","72314","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","74294","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","74723","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","76031","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","71218","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","61925","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","66541","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","71464","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","71518","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Machinery and equipment","Dollars","81","millions","6","v62787266","1.1.15","60536","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","11853","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","11979","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","11908","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","14851","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","18192","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","18820","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","20483","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","21455","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","24744","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","24539","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","28874","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","32000","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","29638","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","31450","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","33958","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","37598","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","37744","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","38403","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","39712","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","32687","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","36081","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","38152","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","38179","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","37724","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","38038","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","33670","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","33086","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","35994","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","40457","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","39561","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Intellectual property products","Dollars","81","millions","6","v62787267","1.1.16","38265","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1085","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1146","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1191","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1273","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1310","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1402","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1472","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1504","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1037","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1222","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1348","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1515","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1794","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1595","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1016","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2400","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2553","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1804","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2841","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2281","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2444","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2453","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2723","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2860","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","3039","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2765","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2033","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2088","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","2096","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1891","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' gross fixed capital formation","Dollars","81","millions","6","v62787268","1.1.17","1940","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","36961","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","38594","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","38016","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","38338","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","39620","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","39425","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","38479","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","36247","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","36713","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","41045","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","42522","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","47373","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","49132","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","50959","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","54220","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","59576","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","62305","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","66463","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","69635","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","76284","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","84946","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","78474","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","76141","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","71877","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","69421","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","70479","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","70377","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","74966","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","76984","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","73734","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","General governments gross fixed capital formation","Dollars","81","millions","6","v62787269","1.1.18","78291","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-3401","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-9951","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-10503","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-1783","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","2422","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","10987","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","1573","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","10216","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","6507","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","6694","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","14596","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-6795","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-3653","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","6431","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","6959","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","13877","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","12029","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","10768","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","10516","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-3144","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-687","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","12765","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","6822","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","17805","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","11143","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","1965","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","1186","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","19200","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","16610","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","18377","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Investment in inventories","Dollars","81","millions","6","v62787270","1.1.19","-18720","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-3440","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-9917","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-10531","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-1784","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","2425","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","10978","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","1559","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","10235","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","6513","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","6681","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","14588","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-6785","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Of which: business investment in inventories","Dollars","81","millions","6","v62787271","1.1.20","-3647","","","","0"
