"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","505982","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","526841","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","541596","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","553420","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","566207","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","580021","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","593042","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","604558","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","624848","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","641299","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","653143","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Services","Dollars","81","millions","6","v62787258","1.1.7","586558","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","10113","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","10982","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","11646","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","11720","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","11480","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","12096","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","13741","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","16666","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","16730","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","18816","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","19772","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","20650","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","22594","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","21964","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","21153","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","22545","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","23350","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","22897","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","25019","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","23944","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","23618","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","25088","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","25553","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","26227","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","26012","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","27236","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","29687","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","29798","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","30576","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","31496","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Non-profit institutions serving households' final consumption expenditure","Dollars","81","millions","6","v62787259","1.1.8","30619","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","277509","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","284045","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","286356","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","285784","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","282538","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","279731","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","274394","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","272762","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","278008","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","284025","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","293787","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","303792","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","310663","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","319611","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","325604","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","329067","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","338121","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","346151","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","359171","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","368856","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","377158","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","382104","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","384770","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","381730","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","383840","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","389072","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","395989","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","404367","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","417274","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","424569","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","General governments final consumption expenditure","Dollars","81","millions","6","v62787260","1.1.9","424664","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","215572","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","206449","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","200381","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","198054","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","211322","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","208439","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","220471","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","246221","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","254185","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","267227","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","280764","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","294296","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","297229","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","312737","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","339117","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","370058","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","393297","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","405755","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","412355","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","365701","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","407799","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","426710","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","447559","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","454044","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","464261","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","440073","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","419594","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","433636","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","444564","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","444491","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Gross fixed capital formation","Dollars","81","millions","6","v62787261","1.1.10","431853","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","177744","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","166947","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","161411","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","158671","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","170566","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","167794","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","180550","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","208195","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","216159","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","224784","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","236698","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","245282","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","246196","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","260059","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","283741","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","307891","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","328209","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","337363","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","339765","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","287203","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","320481","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","345793","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","368695","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","379335","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","391863","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","366907","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","347250","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","356675","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","365584","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","368939","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Business gross fixed capital formation","Dollars","81","millions","6","v62787262","1.1.11","351794","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","80952","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","69137","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","74180","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","71597","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","74535","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","63362","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","69464","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","74947","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","72245","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","75137","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","78445","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","87309","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","100005","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","103626","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","113140","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","117045","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","119729","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","123743","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","117490","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","109832","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","119009","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","120954","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","127730","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","126919","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","129008","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","133968","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","139230","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","142485","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","140970","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","140633","","","","0"
"2020","Canada","2016A000011124","Chained (2012) dollars","Residential structures","Dollars","81","millions","6","v62787263","1.1.12","146621","","","","0"
"1990","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","88135","","","","0"
"1991","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","86209","","","","0"
"1992","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","78263","","","","0"
"1993","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","75111","","","","0"
"1994","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","80473","","","","0"
"1995","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","84870","","","","0"
"1996","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","90314","","","","0"
"1997","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","109235","","","","0"
"1998","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","114954","","","","0"
"1999","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","120510","","","","0"
"2000","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","124718","","","","0"
"2001","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","123385","","","","0"
"2002","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","117480","","","","0"
"2003","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","125498","","","","0"
"2004","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","137178","","","","0"
"2005","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","152926","","","","0"
"2006","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","169656","","","","0"
"2007","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","174119","","","","0"
"2008","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","181356","","","","0"
"2009","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","144707","","","","0"
"2010","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","165501","","","","0"
"2011","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","186680","","","","0"
"2012","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","202786","","","","0"
"2013","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","214714","","","","0"
"2014","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","224842","","","","0"
"2015","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","199345","","","","0"
"2016","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","174917","","","","0"
"2017","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","178288","","","","0"
"2018","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","184568","","","","0"
"2019","Canada","2016A000011124","Chained (2012) dollars","Non-residential structures, machinery and equipment","Dollars","81","millions","6","v62787264","1.1.13","189252","","","","0"
